;date;Confinement ;Phase;Phase
2568;2020-12-17 00:00:00;1;5ème phase;2
2569;2020-12-17 01:00:00;1;5ème phase;2
2570;2020-12-17 02:00:00;1;5ème phase;2
2571;2020-12-17 03:00:00;1;5ème phase;2
2572;2020-12-17 04:00:00;1;5ème phase;2
2573;2020-12-17 05:00:00;1;5ème phase;2
2574;2020-12-17 06:00:00;1;5ème phase;2
2575;2020-12-17 07:00:00;0;5ème phase;2
2576;2020-12-17 08:00:00;0;5ème phase;2
2577;2020-12-17 09:00:00;0;5ème phase;2
2578;2020-12-17 10:00:00;0;5ème phase;2
2579;2020-12-17 11:00:00;0;5ème phase;2
2580;2020-12-17 12:00:00;0;5ème phase;2
2581;2020-12-17 13:00:00;0;5ème phase;2
2582;2020-12-17 14:00:00;0;5ème phase;2
2583;2020-12-17 15:00:00;0;5ème phase;2
2584;2020-12-17 16:00:00;0;5ème phase;2
2585;2020-12-17 17:00:00;0;5ème phase;2
2586;2020-12-17 18:00:00;0;5ème phase;2
2587;2020-12-17 19:00:00;0;5ème phase;2
2588;2020-12-17 20:00:00;1;5ème phase;2
2589;2020-12-17 21:00:00;1;5ème phase;2
2590;2020-12-17 22:00:00;1;5ème phase;2
2591;2020-12-17 23:00:00;1;5ème phase;2
2592;2020-12-18 00:00:00;1;5ème phase;2
2593;2020-12-18 01:00:00;1;5ème phase;2
2594;2020-12-18 02:00:00;1;5ème phase;2
2595;2020-12-18 03:00:00;1;5ème phase;2
2596;2020-12-18 04:00:00;1;5ème phase;2
2597;2020-12-18 05:00:00;1;5ème phase;2
2598;2020-12-18 06:00:00;1;5ème phase;2
2599;2020-12-18 07:00:00;0;5ème phase;2
2600;2020-12-18 08:00:00;0;5ème phase;2
2601;2020-12-18 09:00:00;0;5ème phase;2
2602;2020-12-18 10:00:00;0;5ème phase;2
2603;2020-12-18 11:00:00;0;5ème phase;2
2604;2020-12-18 12:00:00;0;5ème phase;2
2605;2020-12-18 13:00:00;0;5ème phase;2
2606;2020-12-18 14:00:00;0;5ème phase;2
2607;2020-12-18 15:00:00;0;5ème phase;2
2608;2020-12-18 16:00:00;0;5ème phase;2
2609;2020-12-18 17:00:00;0;5ème phase;2
2610;2020-12-18 18:00:00;0;5ème phase;2
2611;2020-12-18 19:00:00;0;5ème phase;2
2612;2020-12-18 20:00:00;1;5ème phase;2
2613;2020-12-18 21:00:00;1;5ème phase;2
2614;2020-12-18 22:00:00;1;5ème phase;2
2615;2020-12-18 23:00:00;1;5ème phase;2
2616;2020-12-19 00:00:00;1;5ème phase;2
2617;2020-12-19 01:00:00;1;5ème phase;2
2618;2020-12-19 02:00:00;1;5ème phase;2
2619;2020-12-19 03:00:00;1;5ème phase;2
2620;2020-12-19 04:00:00;1;5ème phase;2
2621;2020-12-19 05:00:00;1;5ème phase;2
2622;2020-12-19 06:00:00;1;5ème phase;2
2623;2020-12-19 07:00:00;0;5ème phase;2
2624;2020-12-19 08:00:00;0;5ème phase;2
2625;2020-12-19 09:00:00;0;5ème phase;2
2626;2020-12-19 10:00:00;0;5ème phase;2
2627;2020-12-19 11:00:00;0;5ème phase;2
2628;2020-12-19 12:00:00;0;5ème phase;2
2629;2020-12-19 13:00:00;0;5ème phase;2
2630;2020-12-19 14:00:00;0;5ème phase;2
2631;2020-12-19 15:00:00;0;5ème phase;2
2632;2020-12-19 16:00:00;0;5ème phase;2
2633;2020-12-19 17:00:00;0;5ème phase;2
2634;2020-12-19 18:00:00;0;5ème phase;2
2635;2020-12-19 19:00:00;0;5ème phase;2
2636;2020-12-19 20:00:00;1;5ème phase;2
2637;2020-12-19 21:00:00;1;5ème phase;2
2638;2020-12-19 22:00:00;1;5ème phase;2
2639;2020-12-19 23:00:00;1;5ème phase;2
2640;2020-12-20 00:00:00;1;5ème phase;2
2641;2020-12-20 01:00:00;1;5ème phase;2
2642;2020-12-20 02:00:00;1;5ème phase;2
2643;2020-12-20 03:00:00;1;5ème phase;2
2644;2020-12-20 04:00:00;1;5ème phase;2
2645;2020-12-20 05:00:00;1;5ème phase;2
2646;2020-12-20 06:00:00;1;5ème phase;2
2647;2020-12-20 07:00:00;0;5ème phase;2
2648;2020-12-20 08:00:00;0;5ème phase;2
2649;2020-12-20 09:00:00;0;5ème phase;2
2650;2020-12-20 10:00:00;0;5ème phase;2
2651;2020-12-20 11:00:00;0;5ème phase;2
2652;2020-12-20 12:00:00;0;5ème phase;2
2653;2020-12-20 13:00:00;0;5ème phase;2
2654;2020-12-20 14:00:00;0;5ème phase;2
2655;2020-12-20 15:00:00;0;5ème phase;2
2656;2020-12-20 16:00:00;0;5ème phase;2
2657;2020-12-20 17:00:00;0;5ème phase;2
2658;2020-12-20 18:00:00;0;5ème phase;2
2659;2020-12-20 19:00:00;0;5ème phase;2
2660;2020-12-20 20:00:00;1;5ème phase;2
2661;2020-12-20 21:00:00;1;5ème phase;2
2662;2020-12-20 22:00:00;1;5ème phase;2
2663;2020-12-20 23:00:00;1;5ème phase;2
2664;2020-12-21 00:00:00;1;5ème phase;2
2665;2020-12-21 01:00:00;1;5ème phase;2
2666;2020-12-21 02:00:00;1;5ème phase;2
2667;2020-12-21 03:00:00;1;5ème phase;2
2668;2020-12-21 04:00:00;1;5ème phase;2
2669;2020-12-21 05:00:00;1;5ème phase;2
2670;2020-12-21 06:00:00;1;5ème phase;2
2671;2020-12-21 07:00:00;0;5ème phase;2
2672;2020-12-21 08:00:00;0;5ème phase;2
2673;2020-12-21 09:00:00;0;5ème phase;2
2674;2020-12-21 10:00:00;0;5ème phase;2
2675;2020-12-21 11:00:00;0;5ème phase;2
2676;2020-12-21 12:00:00;0;5ème phase;2
2677;2020-12-21 13:00:00;0;5ème phase;2
2678;2020-12-21 14:00:00;0;5ème phase;2
2679;2020-12-21 15:00:00;0;5ème phase;2
2680;2020-12-21 16:00:00;0;5ème phase;2
2681;2020-12-21 17:00:00;0;5ème phase;2
2682;2020-12-21 18:00:00;0;5ème phase;2
2683;2020-12-21 19:00:00;0;5ème phase;2
2684;2020-12-21 20:00:00;1;5ème phase;2
2685;2020-12-21 21:00:00;1;5ème phase;2
2686;2020-12-21 22:00:00;1;5ème phase;2
2687;2020-12-21 23:00:00;1;5ème phase;2
2688;2020-12-22 00:00:00;1;5ème phase;2
2689;2020-12-22 01:00:00;1;5ème phase;2
2690;2020-12-22 02:00:00;1;5ème phase;2
2691;2020-12-22 03:00:00;1;5ème phase;2
2692;2020-12-22 04:00:00;1;5ème phase;2
2693;2020-12-22 05:00:00;1;5ème phase;2
2694;2020-12-22 06:00:00;1;5ème phase;2
2695;2020-12-22 07:00:00;0;5ème phase;2
2696;2020-12-22 08:00:00;0;5ème phase;2
2697;2020-12-22 09:00:00;0;5ème phase;2
2698;2020-12-22 10:00:00;0;5ème phase;2
2699;2020-12-22 11:00:00;0;5ème phase;2
2700;2020-12-22 12:00:00;0;5ème phase;2
2701;2020-12-22 13:00:00;0;5ème phase;2
2702;2020-12-22 14:00:00;0;5ème phase;2
2703;2020-12-22 15:00:00;0;5ème phase;2
2704;2020-12-22 16:00:00;0;5ème phase;2
2705;2020-12-22 17:00:00;0;5ème phase;2
2706;2020-12-22 18:00:00;0;5ème phase;2
2707;2020-12-22 19:00:00;0;5ème phase;2
2708;2020-12-22 20:00:00;1;5ème phase;2
2709;2020-12-22 21:00:00;1;5ème phase;2
2710;2020-12-22 22:00:00;1;5ème phase;2
2711;2020-12-22 23:00:00;1;5ème phase;2
2712;2020-12-23 00:00:00;1;5ème phase;2
2713;2020-12-23 01:00:00;1;5ème phase;2
2714;2020-12-23 02:00:00;1;5ème phase;2
2715;2020-12-23 03:00:00;1;5ème phase;2
2716;2020-12-23 04:00:00;1;5ème phase;2
2717;2020-12-23 05:00:00;1;5ème phase;2
2718;2020-12-23 06:00:00;1;5ème phase;2
2719;2020-12-23 07:00:00;0;5ème phase;2
2720;2020-12-23 08:00:00;0;5ème phase;2
2721;2020-12-23 09:00:00;0;5ème phase;2
2722;2020-12-23 10:00:00;0;5ème phase;2
2723;2020-12-23 11:00:00;0;5ème phase;2
2724;2020-12-23 12:00:00;0;5ème phase;2
2725;2020-12-23 13:00:00;0;5ème phase;2
2726;2020-12-23 14:00:00;0;5ème phase;2
2727;2020-12-23 15:00:00;0;5ème phase;2
2728;2020-12-23 16:00:00;0;5ème phase;2
2729;2020-12-23 17:00:00;0;5ème phase;2
2730;2020-12-23 18:00:00;0;5ème phase;2
2731;2020-12-23 19:00:00;0;5ème phase;2
2732;2020-12-23 20:00:00;1;5ème phase;2
2733;2020-12-23 21:00:00;1;5ème phase;2
2734;2020-12-23 22:00:00;1;5ème phase;2
2735;2020-12-23 23:00:00;1;5ème phase;2
2736;2020-12-24 00:00:00;1;5ème phase;2
2737;2020-12-24 01:00:00;1;5ème phase;2
2738;2020-12-24 02:00:00;1;5ème phase;2
2739;2020-12-24 03:00:00;1;5ème phase;2
2740;2020-12-24 04:00:00;1;5ème phase;2
2741;2020-12-24 05:00:00;1;5ème phase;2
2742;2020-12-24 06:00:00;1;5ème phase;2
2743;2020-12-24 07:00:00;0;5ème phase;2
2744;2020-12-24 08:00:00;0;5ème phase;2
2745;2020-12-24 09:00:00;0;5ème phase;2
2746;2020-12-24 10:00:00;0;5ème phase;2
2747;2020-12-24 11:00:00;0;5ème phase;2
2748;2020-12-24 12:00:00;0;5ème phase;2
2749;2020-12-24 13:00:00;0;5ème phase;2
2750;2020-12-24 14:00:00;0;5ème phase;2
2751;2020-12-24 15:00:00;0;5ème phase;2
2752;2020-12-24 16:00:00;0;5ème phase;2
2753;2020-12-24 17:00:00;0;5ème phase;2
2754;2020-12-24 18:00:00;0;5ème phase;2
2755;2020-12-24 19:00:00;0;5ème phase;2
2756;2020-12-24 20:00:00;1;5ème phase;2
2757;2020-12-24 21:00:00;1;5ème phase;2
2758;2020-12-24 22:00:00;1;5ème phase;2
2759;2020-12-24 23:00:00;1;5ème phase;2
2760;2020-12-25 00:00:00;1;5ème phase;2
2761;2020-12-25 01:00:00;1;5ème phase;2
2762;2020-12-25 02:00:00;1;5ème phase;2
2763;2020-12-25 03:00:00;1;5ème phase;2
2764;2020-12-25 04:00:00;1;5ème phase;2
2765;2020-12-25 05:00:00;1;5ème phase;2
2766;2020-12-25 06:00:00;1;5ème phase;2
2767;2020-12-25 07:00:00;0;5ème phase;2
2768;2020-12-25 08:00:00;0;5ème phase;2
2769;2020-12-25 09:00:00;0;5ème phase;2
2770;2020-12-25 10:00:00;0;5ème phase;2
2771;2020-12-25 11:00:00;0;5ème phase;2
2772;2020-12-25 12:00:00;0;5ème phase;2
2773;2020-12-25 13:00:00;0;5ème phase;2
2774;2020-12-25 14:00:00;0;5ème phase;2
2775;2020-12-25 15:00:00;0;5ème phase;2
2776;2020-12-25 16:00:00;0;5ème phase;2
2777;2020-12-25 17:00:00;0;5ème phase;2
2778;2020-12-25 18:00:00;0;5ème phase;2
2779;2020-12-25 19:00:00;0;5ème phase;2
2780;2020-12-25 20:00:00;1;5ème phase;2
2781;2020-12-25 21:00:00;1;5ème phase;2
2782;2020-12-25 22:00:00;1;5ème phase;2
2783;2020-12-25 23:00:00;1;5ème phase;2
2784;2020-12-26 00:00:00;1;5ème phase;2
2785;2020-12-26 01:00:00;1;5ème phase;2
2786;2020-12-26 02:00:00;1;5ème phase;2
2787;2020-12-26 03:00:00;1;5ème phase;2
2788;2020-12-26 04:00:00;1;5ème phase;2
2789;2020-12-26 05:00:00;1;5ème phase;2
2790;2020-12-26 06:00:00;1;5ème phase;2
2791;2020-12-26 07:00:00;0;5ème phase;2
2792;2020-12-26 08:00:00;0;5ème phase;2
2793;2020-12-26 09:00:00;0;5ème phase;2
2794;2020-12-26 10:00:00;0;5ème phase;2
2795;2020-12-26 11:00:00;0;5ème phase;2
2796;2020-12-26 12:00:00;0;5ème phase;2
2797;2020-12-26 13:00:00;0;5ème phase;2
2798;2020-12-26 14:00:00;0;5ème phase;2
2799;2020-12-26 15:00:00;0;5ème phase;2
2800;2020-12-26 16:00:00;0;5ème phase;2
2801;2020-12-26 17:00:00;0;5ème phase;2
2802;2020-12-26 18:00:00;0;5ème phase;2
2803;2020-12-26 19:00:00;0;5ème phase;2
2804;2020-12-26 20:00:00;1;5ème phase;2
2805;2020-12-26 21:00:00;1;5ème phase;2
2806;2020-12-26 22:00:00;1;5ème phase;2
2807;2020-12-26 23:00:00;1;5ème phase;2
2808;2020-12-27 00:00:00;1;5ème phase;2
2809;2020-12-27 01:00:00;1;5ème phase;2
2810;2020-12-27 02:00:00;1;5ème phase;2
2811;2020-12-27 03:00:00;1;5ème phase;2
2812;2020-12-27 04:00:00;1;5ème phase;2
2813;2020-12-27 05:00:00;1;5ème phase;2
2814;2020-12-27 06:00:00;1;5ème phase;2
2815;2020-12-27 07:00:00;0;5ème phase;2
2816;2020-12-27 08:00:00;0;5ème phase;2
2817;2020-12-27 09:00:00;0;5ème phase;2
2818;2020-12-27 10:00:00;0;5ème phase;2
2819;2020-12-27 11:00:00;0;5ème phase;2
2820;2020-12-27 12:00:00;0;5ème phase;2
2821;2020-12-27 13:00:00;0;5ème phase;2
2822;2020-12-27 14:00:00;0;5ème phase;2
2823;2020-12-27 15:00:00;0;5ème phase;2
2824;2020-12-27 16:00:00;0;5ème phase;2
2825;2020-12-27 17:00:00;0;5ème phase;2
2826;2020-12-27 18:00:00;0;5ème phase;2
2827;2020-12-27 19:00:00;0;5ème phase;2
2828;2020-12-27 20:00:00;1;5ème phase;2
2829;2020-12-27 21:00:00;1;5ème phase;2
2830;2020-12-27 22:00:00;1;5ème phase;2
2831;2020-12-27 23:00:00;1;5ème phase;2
2832;2020-12-28 00:00:00;1;5ème phase;2
2833;2020-12-28 01:00:00;1;5ème phase;2
2834;2020-12-28 02:00:00;1;5ème phase;2
2835;2020-12-28 03:00:00;1;5ème phase;2
2836;2020-12-28 04:00:00;1;5ème phase;2
2837;2020-12-28 05:00:00;1;5ème phase;2
2838;2020-12-28 06:00:00;1;5ème phase;2
2839;2020-12-28 07:00:00;0;5ème phase;2
2840;2020-12-28 08:00:00;0;5ème phase;2
2841;2020-12-28 09:00:00;0;5ème phase;2
2842;2020-12-28 10:00:00;0;5ème phase;2
2843;2020-12-28 11:00:00;0;5ème phase;2
2844;2020-12-28 12:00:00;0;5ème phase;2
2845;2020-12-28 13:00:00;0;5ème phase;2
2846;2020-12-28 14:00:00;0;5ème phase;2
2847;2020-12-28 15:00:00;0;5ème phase;2
2848;2020-12-28 16:00:00;0;5ème phase;2
2849;2020-12-28 17:00:00;0;5ème phase;2
2850;2020-12-28 18:00:00;0;5ème phase;2
2851;2020-12-28 19:00:00;0;5ème phase;2
2852;2020-12-28 20:00:00;1;5ème phase;2
2853;2020-12-28 21:00:00;1;5ème phase;2
2854;2020-12-28 22:00:00;1;5ème phase;2
2855;2020-12-28 23:00:00;1;5ème phase;2
2856;2020-12-29 00:00:00;1;5ème phase;2
2857;2020-12-29 01:00:00;1;5ème phase;2
2858;2020-12-29 02:00:00;1;5ème phase;2
2859;2020-12-29 03:00:00;1;5ème phase;2
2860;2020-12-29 04:00:00;1;5ème phase;2
2861;2020-12-29 05:00:00;1;5ème phase;2
2862;2020-12-29 06:00:00;1;5ème phase;2
2863;2020-12-29 07:00:00;0;5ème phase;2
2864;2020-12-29 08:00:00;0;5ème phase;2
2865;2020-12-29 09:00:00;0;5ème phase;2
2866;2020-12-29 10:00:00;0;5ème phase;2
2867;2020-12-29 11:00:00;0;5ème phase;2
2868;2020-12-29 12:00:00;0;5ème phase;2
2869;2020-12-29 13:00:00;0;5ème phase;2
2870;2020-12-29 14:00:00;0;5ème phase;2
2871;2020-12-29 15:00:00;0;5ème phase;2
2872;2020-12-29 16:00:00;0;5ème phase;2
2873;2020-12-29 17:00:00;0;5ème phase;2
2874;2020-12-29 18:00:00;0;5ème phase;2
2875;2020-12-29 19:00:00;0;5ème phase;2
2876;2020-12-29 20:00:00;1;5ème phase;2
2877;2020-12-29 21:00:00;1;5ème phase;2
2878;2020-12-29 22:00:00;1;5ème phase;2
2879;2020-12-29 23:00:00;1;5ème phase;2
2880;2020-12-30 00:00:00;1;5ème phase;2
2881;2020-12-30 01:00:00;1;5ème phase;2
2882;2020-12-30 02:00:00;1;5ème phase;2
2883;2020-12-30 03:00:00;1;5ème phase;2
2884;2020-12-30 04:00:00;1;5ème phase;2
2885;2020-12-30 05:00:00;1;5ème phase;2
2886;2020-12-30 06:00:00;1;5ème phase;2
2887;2020-12-30 07:00:00;0;5ème phase;2
2888;2020-12-30 08:00:00;0;5ème phase;2
2889;2020-12-30 09:00:00;0;5ème phase;2
2890;2020-12-30 10:00:00;0;5ème phase;2
2891;2020-12-30 11:00:00;0;5ème phase;2
2892;2020-12-30 12:00:00;0;5ème phase;2
2893;2020-12-30 13:00:00;0;5ème phase;2
2894;2020-12-30 14:00:00;0;5ème phase;2
2895;2020-12-30 15:00:00;0;5ème phase;2
2896;2020-12-30 16:00:00;0;5ème phase;2
2897;2020-12-30 17:00:00;0;5ème phase;2
2898;2020-12-30 18:00:00;0;5ème phase;2
2899;2020-12-30 19:00:00;0;5ème phase;2
2900;2020-12-30 20:00:00;1;5ème phase;2
2901;2020-12-30 21:00:00;1;5ème phase;2
2902;2020-12-30 22:00:00;1;5ème phase;2
2903;2020-12-30 23:00:00;1;5ème phase;2
2904;2020-12-31 00:00:00;1;5ème phase;2
2905;2020-12-31 01:00:00;1;5ème phase;2
2906;2020-12-31 02:00:00;1;5ème phase;2
2907;2020-12-31 03:00:00;1;5ème phase;2
2908;2020-12-31 04:00:00;1;5ème phase;2
2909;2020-12-31 05:00:00;1;5ème phase;2
2910;2020-12-31 06:00:00;1;5ème phase;2
2911;2020-12-31 07:00:00;0;5ème phase;2
2912;2020-12-31 08:00:00;0;5ème phase;2
2913;2020-12-31 09:00:00;0;5ème phase;2
2914;2020-12-31 10:00:00;0;5ème phase;2
2915;2020-12-31 11:00:00;0;5ème phase;2
2916;2020-12-31 12:00:00;0;5ème phase;2
2917;2020-12-31 13:00:00;0;5ème phase;2
2918;2020-12-31 14:00:00;0;5ème phase;2
2919;2020-12-31 15:00:00;0;5ème phase;2
2920;2020-12-31 16:00:00;0;5ème phase;2
2921;2020-12-31 17:00:00;0;5ème phase;2
2922;2020-12-31 18:00:00;0;5ème phase;2
2923;2020-12-31 19:00:00;0;5ème phase;2
2924;2020-12-31 20:00:00;1;5ème phase;2
2925;2020-12-31 21:00:00;1;5ème phase;2
2926;2020-12-31 22:00:00;1;5ème phase;2
2927;2020-12-31 23:00:00;1;5ème phase;2
2928;2021-01-01 00:00:00;1;5ème phase;2
2929;2021-01-01 01:00:00;1;5ème phase;2
2930;2021-01-01 02:00:00;1;5ème phase;2
2931;2021-01-01 03:00:00;1;5ème phase;2
2932;2021-01-01 04:00:00;1;5ème phase;2
2933;2021-01-01 05:00:00;1;5ème phase;2
2934;2021-01-01 06:00:00;1;5ème phase;2
2935;2021-01-01 07:00:00;0;5ème phase;2
2936;2021-01-01 08:00:00;0;5ème phase;2
2937;2021-01-01 09:00:00;0;5ème phase;2
2938;2021-01-01 10:00:00;0;5ème phase;2
2939;2021-01-01 11:00:00;0;5ème phase;2
2940;2021-01-01 12:00:00;0;5ème phase;2
2941;2021-01-01 13:00:00;0;5ème phase;2
2942;2021-01-01 14:00:00;0;5ème phase;2
2943;2021-01-01 15:00:00;0;5ème phase;2
2944;2021-01-01 16:00:00;0;5ème phase;2
2945;2021-01-01 17:00:00;0;5ème phase;2
2946;2021-01-01 18:00:00;0;5ème phase;2
2947;2021-01-01 19:00:00;0;5ème phase;2
2948;2021-01-01 20:00:00;1;5ème phase;2
2949;2021-01-01 21:00:00;1;5ème phase;2
2950;2021-01-01 22:00:00;1;5ème phase;2
2951;2021-01-01 23:00:00;1;5ème phase;2
2952;2021-01-02 00:00:00;1;5ème phase;2
2953;2021-01-02 01:00:00;1;5ème phase;2
2954;2021-01-02 02:00:00;1;5ème phase;2
2955;2021-01-02 03:00:00;1;5ème phase;2
2956;2021-01-02 04:00:00;1;5ème phase;2
2957;2021-01-02 05:00:00;1;5ème phase;2
2958;2021-01-02 06:00:00;1;5ème phase;2
2959;2021-01-02 07:00:00;0;5ème phase;2
2960;2021-01-02 08:00:00;0;5ème phase;2
2961;2021-01-02 09:00:00;0;5ème phase;2
2962;2021-01-02 10:00:00;0;5ème phase;2
2963;2021-01-02 11:00:00;0;5ème phase;2
2964;2021-01-02 12:00:00;0;5ème phase;2
2965;2021-01-02 13:00:00;0;5ème phase;2
2966;2021-01-02 14:00:00;0;5ème phase;2
2967;2021-01-02 15:00:00;0;5ème phase;2
2968;2021-01-02 16:00:00;0;5ème phase;2
2969;2021-01-02 17:00:00;0;5ème phase;2
2970;2021-01-02 18:00:00;0;5ème phase;2
2971;2021-01-02 19:00:00;0;5ème phase;2
2972;2021-01-02 20:00:00;1;5ème phase;2
2973;2021-01-02 21:00:00;1;5ème phase;2
2974;2021-01-02 22:00:00;1;5ème phase;2
2975;2021-01-02 23:00:00;1;5ème phase;2
2976;2021-01-03 00:00:00;1;5ème phase;2
2977;2021-01-03 01:00:00;1;5ème phase;2
2978;2021-01-03 02:00:00;1;5ème phase;2
2979;2021-01-03 03:00:00;1;5ème phase;2
2980;2021-01-03 04:00:00;1;5ème phase;2
2981;2021-01-03 05:00:00;1;5ème phase;2
2982;2021-01-03 06:00:00;1;5ème phase;2
2983;2021-01-03 07:00:00;0;5ème phase;2
2984;2021-01-03 08:00:00;0;5ème phase;2
2985;2021-01-03 09:00:00;0;5ème phase;2
2986;2021-01-03 10:00:00;0;5ème phase;2
2987;2021-01-03 11:00:00;0;5ème phase;2
2988;2021-01-03 12:00:00;0;5ème phase;2
2989;2021-01-03 13:00:00;0;5ème phase;2
2990;2021-01-03 14:00:00;0;5ème phase;2
2991;2021-01-03 15:00:00;0;5ème phase;2
2992;2021-01-03 16:00:00;0;5ème phase;2
2993;2021-01-03 17:00:00;0;5ème phase;2
2994;2021-01-03 18:00:00;0;5ème phase;2
2995;2021-01-03 19:00:00;0;5ème phase;2
2996;2021-01-03 20:00:00;1;5ème phase;2
2997;2021-01-03 21:00:00;1;5ème phase;2
2998;2021-01-03 22:00:00;1;5ème phase;2
2999;2021-01-03 23:00:00;1;5ème phase;2
3000;2021-01-04 00:00:00;1;5ème phase;2
3001;2021-01-04 01:00:00;1;5ème phase;2
3002;2021-01-04 02:00:00;1;5ème phase;2
3003;2021-01-04 03:00:00;1;5ème phase;2
3004;2021-01-04 04:00:00;1;5ème phase;2
3005;2021-01-04 05:00:00;1;5ème phase;2
3006;2021-01-04 06:00:00;1;5ème phase;2
3007;2021-01-04 07:00:00;0;5ème phase;2
3008;2021-01-04 08:00:00;0;5ème phase;2
3009;2021-01-04 09:00:00;0;5ème phase;2
3010;2021-01-04 10:00:00;0;5ème phase;2
3011;2021-01-04 11:00:00;0;5ème phase;2
3012;2021-01-04 12:00:00;0;5ème phase;2
3013;2021-01-04 13:00:00;0;5ème phase;2
3014;2021-01-04 14:00:00;0;5ème phase;2
3015;2021-01-04 15:00:00;0;5ème phase;2
3016;2021-01-04 16:00:00;0;5ème phase;2
3017;2021-01-04 17:00:00;0;5ème phase;2
3018;2021-01-04 18:00:00;0;5ème phase;2
3019;2021-01-04 19:00:00;0;5ème phase;2
3020;2021-01-04 20:00:00;1;5ème phase;2
3021;2021-01-04 21:00:00;1;5ème phase;2
3022;2021-01-04 22:00:00;1;5ème phase;2
3023;2021-01-04 23:00:00;1;5ème phase;2
3024;2021-01-05 00:00:00;1;5ème phase;2
3025;2021-01-05 01:00:00;1;5ème phase;2
3026;2021-01-05 02:00:00;1;5ème phase;2
3027;2021-01-05 03:00:00;1;5ème phase;2
3028;2021-01-05 04:00:00;1;5ème phase;2
3029;2021-01-05 05:00:00;1;5ème phase;2
3030;2021-01-05 06:00:00;1;5ème phase;2
3031;2021-01-05 07:00:00;0;5ème phase;2
3032;2021-01-05 08:00:00;0;5ème phase;2
3033;2021-01-05 09:00:00;0;5ème phase;2
3034;2021-01-05 10:00:00;0;5ème phase;2
3035;2021-01-05 11:00:00;0;5ème phase;2
3036;2021-01-05 12:00:00;0;5ème phase;2
3037;2021-01-05 13:00:00;0;5ème phase;2
3038;2021-01-05 14:00:00;0;5ème phase;2
3039;2021-01-05 15:00:00;0;5ème phase;2
3040;2021-01-05 16:00:00;0;5ème phase;2
3041;2021-01-05 17:00:00;0;5ème phase;2
3042;2021-01-05 18:00:00;0;5ème phase;2
3043;2021-01-05 19:00:00;0;5ème phase;2
3044;2021-01-05 20:00:00;1;5ème phase;2
3045;2021-01-05 21:00:00;1;5ème phase;2
3046;2021-01-05 22:00:00;1;5ème phase;2
3047;2021-01-05 23:00:00;1;5ème phase;2
3048;2021-01-06 00:00:00;1;5ème phase;2
3049;2021-01-06 01:00:00;1;5ème phase;2
3050;2021-01-06 02:00:00;1;5ème phase;2
3051;2021-01-06 03:00:00;1;5ème phase;2
3052;2021-01-06 04:00:00;1;5ème phase;2
3053;2021-01-06 05:00:00;1;5ème phase;2
3054;2021-01-06 06:00:00;1;5ème phase;2
3055;2021-01-06 07:00:00;0;5ème phase;2
3056;2021-01-06 08:00:00;0;5ème phase;2
3057;2021-01-06 09:00:00;0;5ème phase;2
3058;2021-01-06 10:00:00;0;5ème phase;2
3059;2021-01-06 11:00:00;0;5ème phase;2
3060;2021-01-06 12:00:00;0;5ème phase;2
3061;2021-01-06 13:00:00;0;5ème phase;2
3062;2021-01-06 14:00:00;0;5ème phase;2
3063;2021-01-06 15:00:00;0;5ème phase;2
3064;2021-01-06 16:00:00;0;5ème phase;2
3065;2021-01-06 17:00:00;0;5ème phase;2
3066;2021-01-06 18:00:00;0;5ème phase;2
3067;2021-01-06 19:00:00;0;5ème phase;2
3068;2021-01-06 20:00:00;1;5ème phase;2
3069;2021-01-06 21:00:00;1;5ème phase;2
3070;2021-01-06 22:00:00;1;5ème phase;2
3071;2021-01-06 23:00:00;1;5ème phase;2
3072;2021-01-07 00:00:00;1;5ème phase;2
3073;2021-01-07 01:00:00;1;5ème phase;2
3074;2021-01-07 02:00:00;1;5ème phase;2
3075;2021-01-07 03:00:00;1;5ème phase;2
3076;2021-01-07 04:00:00;1;5ème phase;2
3077;2021-01-07 05:00:00;1;5ème phase;2
3078;2021-01-07 06:00:00;1;5ème phase;2
3079;2021-01-07 07:00:00;0;5ème phase;2
3080;2021-01-07 08:00:00;0;5ème phase;2
3081;2021-01-07 09:00:00;0;5ème phase;2
3082;2021-01-07 10:00:00;0;5ème phase;2
3083;2021-01-07 11:00:00;0;5ème phase;2
3084;2021-01-07 12:00:00;0;5ème phase;2
3085;2021-01-07 13:00:00;0;5ème phase;2
3086;2021-01-07 14:00:00;0;5ème phase;2
3087;2021-01-07 15:00:00;0;5ème phase;2
3088;2021-01-07 16:00:00;0;5ème phase;2
3089;2021-01-07 17:00:00;0;5ème phase;2
3090;2021-01-07 18:00:00;0;5ème phase;2
3091;2021-01-07 19:00:00;0;5ème phase;2
3092;2021-01-07 20:00:00;1;5ème phase;2
3093;2021-01-07 21:00:00;1;5ème phase;2
3094;2021-01-07 22:00:00;1;5ème phase;2
3095;2021-01-07 23:00:00;1;5ème phase;2
3096;2021-01-08 00:00:00;1;5ème phase;2
3097;2021-01-08 01:00:00;1;5ème phase;2
3098;2021-01-08 02:00:00;1;5ème phase;2
3099;2021-01-08 03:00:00;1;5ème phase;2
3100;2021-01-08 04:00:00;1;5ème phase;2
3101;2021-01-08 05:00:00;1;5ème phase;2
3102;2021-01-08 06:00:00;1;5ème phase;2
3103;2021-01-08 07:00:00;0;5ème phase;2
3104;2021-01-08 08:00:00;0;5ème phase;2
