iter	RMSE
521	0.5157890419
522	0.5156333415
523	0.5154804796
524	0.5153026258
525	0.515188401
526	0.5150306395
527	0.5148743257
528	0.5147798419
529	0.5145890135
530	0.5144165266
531	0.5142595061
532	0.513950855
533	0.5138113998
534	0.5136711867
535	0.5135022118
536	0.5133265122
537	0.51317679
538	0.5130443633
539	0.512859539
540	0.5126959322
541	0.5125457508
542	0.5124269505
543	0.5122593102
544	0.5121263779
545	0.5120120286
546	0.5118682033
547	0.5117221401
548	0.5115621774
549	0.5110536623
550	0.510840375
551	0.5106189124
552	0.5104740135
553	0.5103047466
554	0.5100830875
555	0.5099466354
556	0.5098083982
557	0.5096386321
558	0.5094563663
559	0.5093100263
560	0.5091689891
561	0.5090105292
562	0.5088513426
563	0.5086879334
564	0.5085500558
565	0.5084063082
566	0.5083047776
567	0.5081366445
568	0.50794559
569	0.5078159988
570	0.5076758686
571	0.50753378
572	0.507388656
573	0.5072535347
574	0.5071108958
575	0.5069890059
576	0.5067773413
577	0.5066542964
578	0.5065000473
579	0.5060629427
580	0.5059391679
581	0.5057981111
582	0.5056790016
583	0.5055599302
584	0.5054206881
585	0.5052874416
586	0.5051331174
587	0.5050028484
588	0.5048528958
589	0.5046273475
590	0.5045003512
591	0.5043502414
592	0.5041594709
593	0.5040156542
594	0.5038920513
595	0.5037611119
596	0.5034025465
597	0.5032769811
598	0.5031857299
599	0.5030691099
600	0.5029570985
601	0.5028721106
602	0.5027113636
603	0.5025563885
604	0.5024152008
605	0.5022630253
606	0.5021132859
607	0.5019486429
608	0.5017887009
609	0.5017027723
610	0.5015782721
611	0.5013766541
612	0.5012823457
613	0.5011345477
614	0.5009526761
615	0.5007298059
616	0.5006122009
617	0.5004209525
618	0.5002469767
619	0.500094063
620	0.4999584137
621	0.4998161242
622	0.4996759326
623	0.4995503295
624	0.4994271431
625	0.4992790882
626	0.4991571341
627	0.4990394005
628	0.4989336627
629	0.4987806145
630	0.4985059011
631	0.4983775514
632	0.498269036
633	0.4981583038
634	0.4980537908
635	0.4979409172
636	0.4978417896
637	0.49770627
638	0.497593215
639	0.4974832301
640	0.497323583
641	0.4971419184
642	0.4970343369
643	0.4969344623
644	0.4968279011
645	0.4966869896
646	0.4965651711
647	0.4964373736
648	0.4962714183
649	0.4960738057
650	0.4959622407
651	0.495851293
652	0.4957050505
653	0.4955971167
654	0.4952707878
655	0.4951491477
656	0.4950654701
657	0.4949129472
658	0.4947787459
659	0.4946245795
660	0.494526329
661	0.4944039575
662	0.494240715
663	0.494105773
664	0.4939903674
665	0.4938725344
666	0.4937494192
667	0.4936426869
668	0.4934277108
669	0.4933107377
670	0.4931720543
671	0.493075108
672	0.492962175
673	0.4928674822
674	0.4927141235
675	0.4926077381
676	0.4925112866
677	0.4924173073
678	0.492277652
679	0.4921388423
680	0.4920757862
681	0.4919620809
682	0.4918714605
683	0.4917313132
684	0.4916344412
685	0.4914706709
686	0.4913772155
687	0.4912561593
688	0.491021858
689	0.4909487624
690	0.4908406469
691	0.4907322671
692	0.4906219872
693	0.4905015725
694	0.490359177
695	0.4902370388
696	0.4901054754
697	0.4899765244
698	0.4898815781
699	0.4897698466
700	0.489671895
701	0.4894950597
702	0.4894114487
703	0.489309902
704	0.4891785619
705	0.4890417497
706	0.4888956422
707	0.4887645464
708	0.4886594781
709	0.4885668273
710	0.4884329806
711	0.4882997704
712	0.4882351235
713	0.4881127412
714	0.4879099933
715	0.4878246012
716	0.4876831697
717	0.487609935
718	0.4874427129
719	0.4873385519
720	0.4872352316
721	0.4871555137
722	0.4870768316
723	0.4869846844
724	0.4868854933
725	0.4867855852
726	0.4866877474
727	0.4865772878
728	0.4864993039
729	0.4863784382
730	0.4862957987
731	0.4860979509
732	0.4858744338
733	0.4857774126
734	0.4856685548
735	0.4855223496
736	0.4854606064
737	0.485350229
738	0.4852482686
739	0.4851768261
740	0.4850808589
741	0.4849757043
742	0.484797124
743	0.4846722674
744	0.4845568601
745	0.484438967
746	0.4843422774
747	0.4842615014
748	0.4841730765
749	0.4840458732
750	0.4839096408
751	0.4838060849
752	0.4837047673
753	0.4836333841
754	0.4835365743
755	0.483430579
756	0.4833440604
757	0.4832750739
758	0.4831622546
759	0.4830139539
760	0.4829404049
761	0.4828524974
762	0.4827470778
763	0.4826483795
764	0.4825745979
765	0.4824745157
766	0.4823833633
767	0.4822654008
768	0.4821243736
769	0.482033211
770	0.4819560769
771	0.4818355102
772	0.4817516582
773	0.4816612894
774	0.4815682031
775	0.4814806297
776	0.4813271881
777	0.4812351381
778	0.4811415978
779	0.4810451347
780	0.4809062558
781	0.4808230234
782	0.4807416645
783	0.4806356741
784	0.4804262351
785	0.4803544067
786	0.4802481339
787	0.4801381364
788	0.4799450652
789	0.4798623442
790	0.4797672526
791	0.4796996292
792	0.4796101676
793	0.4795235833
794	0.4794153864
795	0.4793254731
796	0.4792219151
797	0.4790895291
798	0.4789542713
799	0.4788485218
800	0.4787746681
801	0.4786003818
802	0.4785009031
803	0.478289972
804	0.478222391
805	0.4781389245
806	0.4780572162
807	0.4779238448
808	0.4778329486
809	0.4777557534
810	0.477663962
811	0.4775918396
812	0.4775137865
813	0.477387724
814	0.4772171852
815	0.4771297448
816	0.4770758006
817	0.4769988982
818	0.4768253638
819	0.4765856834
820	0.4763800415
821	0.4762964292
822	0.4762044225
823	0.4760848068
824	0.4759668248
825	0.4758578763
826	0.4757657299
827	0.4756530214
828	0.475573333
829	0.475505804
830	0.4753534442
831	0.4752442621
832	0.4751403
833	0.4750508066
834	0.4749238388
835	0.4747896189
836	0.4746839236
837	0.474627946
838	0.4744794838
839	0.4743269332
840	0.4741344578
841	0.4740794883
842	0.4739807377
843	0.4739228419
844	0.4738491445
845	0.4736623998
846	0.4735774885
847	0.473433984
848	0.4733525832
849	0.4732915105
850	0.4731934934
851	0.4731008396
852	0.4730118748
853	0.4729333607
854	0.4728483701
855	0.4727710864
856	0.472686748
857	0.4725422424
858	0.4724730867
859	0.4723933554
860	0.4722916489
861	0.4721802507
862	0.4720943713
863	0.4720254606
864	0.4719508716
865	0.4718577954
866	0.4717773445
867	0.4716493539
868	0.4715820184
869	0.4715009191
870	0.4713859784
871	0.4713054047
872	0.4712240033
873	0.4711210899
874	0.4710491462
875	0.470955928
876	0.4708440592
877	0.4707815058
878	0.4707395369
879	0.4706626955
880	0.4705942306
881	0.4705331711
882	0.4704548697
883	0.4703715088
884	0.4701188124
885	0.4700542188
886	0.4699075385
887	0.4698329448
888	0.469733109
889	0.4696123
890	0.4695374316
891	0.4694012374
892	0.4693130697
893	0.4692034181
894	0.4691335036
895	0.4690331118
896	0.4689580964
897	0.4688624786
898	0.4687383769
899	0.4686622295
900	0.4685857688
901	0.4685276918
902	0.4683433667
903	0.4682706424
904	0.4681748601
905	0.4680845023
906	0.46797366
907	0.4679236552
908	0.4678589241
909	0.4677966535
910	0.4677336445
911	0.4675334595
912	0.4674429975
913	0.4673656383
914	0.4672874537
915	0.4672204874
916	0.4670549265
917	0.4668283079
918	0.4666812742
919	0.4666059925
920	0.4665203445
921	0.4664253181
922	0.4662999999
923	0.4661969296
924	0.4661255421
925	0.465957946
926	0.465879937
927	0.4657769026
928	0.4656878086
929	0.4655847931
930	0.465510375
931	0.4654428165
932	0.4653331647
933	0.4652739948
934	0.4651921351
935	0.4651471078
936	0.4650714237
937	0.4649909328
938	0.4648676317
939	0.4648039935
940	0.4647353145
941	0.4646775813
942	0.4645986798
943	0.4645262535
944	0.4644301833
945	0.4643524893
946	0.4642906306
947	0.4641900055
948	0.4641222059
949	0.4640623113
950	0.4639923825
951	0.4639373302
952	0.4638614794
953	0.4637723692
954	0.4636101321
955	0.4635165468
956	0.4634391431
957	0.4633709044
958	0.4633129596
959	0.4632451223
960	0.4631265632
961	0.4628747009
962	0.4628092251
963	0.462741516
964	0.4626830412
965	0.4626118566
966	0.4625072997
967	0.46244751
968	0.4623876848
969	0.4622961751
970	0.4622297378
971	0.4621763348
972	0.4620894506
973	0.4618620869
974	0.4617871159
975	0.4617046369
976	0.4616244385
977	0.461557729
978	0.4614629557
979	0.4614109066
980	0.4613372956
981	0.4611993853
982	0.4611341943
983	0.4610471833
984	0.4609542114
985	0.4608827443
986	0.4608448384
987	0.460762276
988	0.4606970264
989	0.4606332616
990	0.460564264
991	0.4604875893
992	0.460414915
993	0.4603438977
994	0.4602743428
995	0.4602111717
996	0.4601469998
997	0.4600823244
998	0.4599753663
999	0.4599155421
